countryA,labelA,isoA,geonameA,place,countryB,labelB,isoB,geonameB
http://www.wikidata.org/entity/Q399,Armenia,AM,174982,,http://www.wikidata.org/entity/Q83891,Sasanian Empire,,
http://www.wikidata.org/entity/Q389688,Achaemenid Empire,,,,http://www.wikidata.org/entity/Q83891,Sasanian Empire,,
http://www.wikidata.org/entity/Q265,Uzbekistan,UZ,1512440,,http://www.wikidata.org/entity/Q83958,Macedonia,,
http://www.wikidata.org/entity/Q41,Greece,GR,390903,,http://www.wikidata.org/entity/Q83958,Macedonia,,
http://www.wikidata.org/entity/Q851,Saudi Arabia,SA,102358,,http://www.wikidata.org/entity/Q842,Oman,OM,286963
http://www.wikidata.org/entity/Q218,Romania,RO,798549,,http://www.wikidata.org/entity/Q842794,Socialist Republic of Romania,,
http://www.wikidata.org/entity/Q668,India,IN,1269750,,http://www.wikidata.org/entity/Q843,Pakistan,PK,1168579
http://www.wikidata.org/entity/Q889,Afghanistan,AF,1149361,,http://www.wikidata.org/entity/Q843,Pakistan,PK,1168579
http://www.wikidata.org/entity/Q794,Iran,IR,130758,,http://www.wikidata.org/entity/Q843,Pakistan,PK,1168579
http://www.wikidata.org/entity/Q902,Bangladesh,BD,1210997,,http://www.wikidata.org/entity/Q843,Pakistan,PK,1168579
http://www.wikidata.org/entity/Q842,Oman,OM,286963,,http://www.wikidata.org/entity/Q851,Saudi Arabia,SA,102358
http://www.wikidata.org/entity/Q214,Slovakia,SK,3057568,,http://www.wikidata.org/entity/Q853348,Czechoslovak Socialist Republic,,
http://www.wikidata.org/entity/Q200464,Portuguese Empire,,,,http://www.wikidata.org/entity/Q854,Sri Lanka,LK,1227603
http://www.wikidata.org/entity/Q668,India,IN,1269750,,http://www.wikidata.org/entity/Q854,Sri Lanka,LK,1227603
http://www.wikidata.org/entity/Q171740,Caliphate of Córdoba,,,,http://www.wikidata.org/entity/Q8575586,Umayyad Caliphate,,
http://www.wikidata.org/entity/Q12490507,Rashidun Caliphate,,,,http://www.wikidata.org/entity/Q8575586,Umayyad Caliphate,,
http://www.wikidata.org/entity/Q1986139,Parthian Empire,,,,http://www.wikidata.org/entity/Q8575586,Umayyad Caliphate,,
http://www.wikidata.org/entity/Q12536,Abbasid Caliphate,,,,http://www.wikidata.org/entity/Q8575586,Umayyad Caliphate,,
http://www.wikidata.org/entity/Q1337854,Emirate of Córdoba,,,,http://www.wikidata.org/entity/Q8575586,Umayyad Caliphate,,
http://www.wikidata.org/entity/Q33061,Taifa of Zaragoza,,,,http://www.wikidata.org/entity/Q8575586,Umayyad Caliphate,,
http://www.wikidata.org/entity/Q29,Spain,ES,2510769,,http://www.wikidata.org/entity/Q8575586,Umayyad Caliphate,,
http://www.wikidata.org/entity/Q2671329,Taifa of Calatayud,,,,http://www.wikidata.org/entity/Q8575586,Umayyad Caliphate,,
http://www.wikidata.org/entity/Q3708094,Seljuk Empire,,,,http://www.wikidata.org/entity/Q8575586,Umayyad Caliphate,,
http://www.wikidata.org/entity/Q273874,Buyid dynasty,,,,http://www.wikidata.org/entity/Q8575586,Umayyad Caliphate,,
http://www.wikidata.org/entity/Q794,Iran,IR,130758,,http://www.wikidata.org/entity/Q8575586,Umayyad Caliphate,,
http://www.wikidata.org/entity/Q83891,Sasanian Empire,,,,http://www.wikidata.org/entity/Q8575586,Umayyad Caliphate,,
http://www.wikidata.org/entity/Q75613,Almoravid dynasty,,,,http://www.wikidata.org/entity/Q8575586,Umayyad Caliphate,,
http://www.wikidata.org/entity/Q12560,Ottoman Empire,,,,http://www.wikidata.org/entity/Q858,Syria,SY,163843
http://www.wikidata.org/entity/Q12544,Byzantine Empire,,,,http://www.wikidata.org/entity/Q858,Syria,SY,163843
http://www.wikidata.org/entity/Q1747689,Ancient Rome,,,,http://www.wikidata.org/entity/Q858,Syria,SY,163843
http://www.wikidata.org/entity/Q2277,Roman Empire,,8354456,,http://www.wikidata.org/entity/Q858,Syria,SY,163843
http://www.wikidata.org/entity/Q794,Iran,IR,130758,,http://www.wikidata.org/entity/Q858,Syria,SY,163843
http://www.wikidata.org/entity/Q93180,Seleucid Empire,,,,http://www.wikidata.org/entity/Q858,Syria,SY,163843
http://www.wikidata.org/entity/Q822,Lebanon,LB,272103,,http://www.wikidata.org/entity/Q858,Syria,SY,163843
http://www.wikidata.org/entity/Q877875,Palmyrene Empire,,8378566,,http://www.wikidata.org/entity/Q858,Syria,SY,163843
http://www.wikidata.org/entity/Q796,Iraq,IQ,99237,,http://www.wikidata.org/entity/Q858,Syria,SY,163843
http://www.wikidata.org/entity/Q83891,Sasanian Empire,,,,http://www.wikidata.org/entity/Q858,Syria,SY,163843
http://www.wikidata.org/entity/Q43,Turkey,TR,298795,,http://www.wikidata.org/entity/Q858,Syria,SY,163843
http://www.wikidata.org/entity/Q810,Jordan,JO,248816,,http://www.wikidata.org/entity/Q858,Syria,SY,163843
http://www.wikidata.org/entity/Q79,Egypt,EG,357994,,http://www.wikidata.org/entity/Q858,Syria,SY,163843
http://www.wikidata.org/entity/Q801,Israel,IL,294640,,http://www.wikidata.org/entity/Q858,Syria,SY,163843
http://www.wikidata.org/entity/Q2364248,Sulayhid dynasty,,,,http://www.wikidata.org/entity/Q85816686,Yemeni Zaidi State,,
http://www.wikidata.org/entity/Q805,Yemen,YE,69543,,http://www.wikidata.org/entity/Q85816686,Yemeni Zaidi State,,
http://www.wikidata.org/entity/Q1007,Guinea-Bissau,GW,2372248,,http://www.wikidata.org/entity/Q862478,Kaabu,,
http://www.wikidata.org/entity/Q965,Burkina Faso,BF,2361809,,http://www.wikidata.org/entity/Q862522,Mossi Kingdoms,,
http://www.wikidata.org/entity/Q15180,Soviet Union,,8354411,,http://www.wikidata.org/entity/Q863,Tajikistan,TJ,1220409
http://www.wikidata.org/entity/Q265,Uzbekistan,UZ,1512440,,http://www.wikidata.org/entity/Q863,Tajikistan,TJ,1220409
http://www.wikidata.org/entity/Q889,Afghanistan,AF,1149361,,http://www.wikidata.org/entity/Q863,Tajikistan,TJ,1220409
http://www.wikidata.org/entity/Q1062422,Konbaung dynasty,,,,http://www.wikidata.org/entity/Q869,Thailand,TH,1605651
http://www.wikidata.org/entity/Q155,Brazil,BR,3469034,,http://www.wikidata.org/entity/Q869,Thailand,TH,1605651
http://www.wikidata.org/entity/Q17,Japan,JP,1861060,,http://www.wikidata.org/entity/Q869,Thailand,TH,1605651
http://www.wikidata.org/entity/Q424,Cambodia,KH,1831722,,http://www.wikidata.org/entity/Q869,Thailand,TH,1605651
http://www.wikidata.org/entity/Q408,Australia,AU,2077456,,http://www.wikidata.org/entity/Q869,Thailand,TH,1605651
http://www.wikidata.org/entity/Q884,South Korea,KR,1835841,,http://www.wikidata.org/entity/Q869,Thailand,TH,1605651
http://www.wikidata.org/entity/Q819,Laos,LA,1655842,,http://www.wikidata.org/entity/Q870055,Kingdom of Laos,,
http://www.wikidata.org/entity/Q148,People's Republic of China,CN,1814991,,http://www.wikidata.org/entity/Q8733,Qing dynasty,,
http://www.wikidata.org/entity/Q188712,Empire of Japan,,,,http://www.wikidata.org/entity/Q8733,Qing dynasty,,
http://www.wikidata.org/entity/Q15180,Soviet Union,,8354411,,http://www.wikidata.org/entity/Q874,Turkmenistan,TM,1218197
http://www.wikidata.org/entity/Q159,Russia,RU,2017370,,http://www.wikidata.org/entity/Q874954,Principality of Theodoro,,
http://www.wikidata.org/entity/Q212,Ukraine,UA,690791,,http://www.wikidata.org/entity/Q874954,Principality of Theodoro,,
http://www.wikidata.org/entity/Q1747689,Ancient Rome,,,,http://www.wikidata.org/entity/Q877875,Palmyrene Empire,,8378566
http://www.wikidata.org/entity/Q12544,Byzantine Empire,,,,http://www.wikidata.org/entity/Q877875,Palmyrene Empire,,8378566
http://www.wikidata.org/entity/Q2277,Roman Empire,,8354456,,http://www.wikidata.org/entity/Q877875,Palmyrene Empire,,8378566
http://www.wikidata.org/entity/Q93180,Seleucid Empire,,,,http://www.wikidata.org/entity/Q877875,Palmyrene Empire,,8378566
http://www.wikidata.org/entity/Q858,Syria,SY,163843,,http://www.wikidata.org/entity/Q877875,Palmyrene Empire,,8378566
http://www.wikidata.org/entity/Q83891,Sasanian Empire,,,,http://www.wikidata.org/entity/Q877875,Palmyrene Empire,,8378566
http://www.wikidata.org/entity/Q142,France,FR,3017382,,http://www.wikidata.org/entity/Q881,Vietnam,VN,1562822
http://www.wikidata.org/entity/Q180573,South Vietnam,,11608491,,http://www.wikidata.org/entity/Q881,Vietnam,VN,1562822
http://www.wikidata.org/entity/Q6500483,Nguyen dynasty,,,,http://www.wikidata.org/entity/Q881,Vietnam,VN,1562822
http://www.wikidata.org/entity/Q17,Japan,JP,1861060,,http://www.wikidata.org/entity/Q884,South Korea,KR,1835841
http://www.wikidata.org/entity/Q155,Brazil,BR,3469034,,http://www.wikidata.org/entity/Q884,South Korea,KR,1835841
http://www.wikidata.org/entity/Q423,North Korea,KP,1873107,,http://www.wikidata.org/entity/Q884,South Korea,KR,1835841
http://www.wikidata.org/entity/Q869,Thailand,TH,1605651,,http://www.wikidata.org/entity/Q884,South Korea,KR,1835841
http://www.wikidata.org/entity/Q408,Australia,AU,2077456,,http://www.wikidata.org/entity/Q884,South Korea,KR,1835841
http://www.wikidata.org/entity/Q265,Uzbekistan,UZ,1512440,,http://www.wikidata.org/entity/Q889,Afghanistan,AF,1149361
http://www.wikidata.org/entity/Q863,Tajikistan,TJ,1220409,,http://www.wikidata.org/entity/Q889,Afghanistan,AF,1149361
http://www.wikidata.org/entity/Q843,Pakistan,PK,1168579,,http://www.wikidata.org/entity/Q889,Afghanistan,AF,1149361
http://www.wikidata.org/entity/Q27306,Kingdom of Prussia,,,,http://www.wikidata.org/entity/Q8890160,Kingdom of Poland,,
http://www.wikidata.org/entity/Q216173,Free City of Danzig,,,,http://www.wikidata.org/entity/Q8890160,Kingdom of Poland,,
http://www.wikidata.org/entity/Q36,Poland,PL,798544,,http://www.wikidata.org/entity/Q8890160,Kingdom of Poland,,
http://www.wikidata.org/entity/Q183,Germany,DE,2921044,,http://www.wikidata.org/entity/Q896856,Prince-Bishopric of Konstanz,,
http://www.wikidata.org/entity/Q159,Russia,RU,2017370,,http://www.wikidata.org/entity/Q901974,Free City of Danzig,,
http://www.wikidata.org/entity/Q36,Poland,PL,798544,,http://www.wikidata.org/entity/Q901974,Free City of Danzig,,
http://www.wikidata.org/entity/Q15180,Soviet Union,,8354411,,http://www.wikidata.org/entity/Q90579326,Socialist Soviet Republic of Armenia,,
http://www.wikidata.org/entity/Q399,Armenia,AM,174982,,http://www.wikidata.org/entity/Q90579326,Socialist Soviet Republic of Armenia,,
http://www.wikidata.org/entity/Q792,El Salvador,SV,3585968,,http://www.wikidata.org/entity/Q9063401,United Provinces of Central America,,
http://www.wikidata.org/entity/Q1030,Namibia,NA,3355338,,http://www.wikidata.org/entity/Q916,Angola,AO,3351879
http://www.wikidata.org/entity/Q153963,German East Africa,,,,http://www.wikidata.org/entity/Q924,Tanzania,TZ,149590
http://www.wikidata.org/entity/Q1033,Nigeria,NG,2328926,,http://www.wikidata.org/entity/Q924,Tanzania,TZ,149590
http://www.wikidata.org/entity/Q117,Ghana,GH,2300660,,http://www.wikidata.org/entity/Q928,Philippines,PH,1694008
http://www.wikidata.org/entity/Q128904,Elam,,,,http://www.wikidata.org/entity/Q93180,Seleucid Empire,,
http://www.wikidata.org/entity/Q12544,Byzantine Empire,,,,http://www.wikidata.org/entity/Q93180,Seleucid Empire,,
http://www.wikidata.org/entity/Q1986139,Parthian Empire,,,,http://www.wikidata.org/entity/Q93180,Seleucid Empire,,
http://www.wikidata.org/entity/Q1747689,Ancient Rome,,,,http://www.wikidata.org/entity/Q93180,Seleucid Empire,,
http://www.wikidata.org/entity/Q733897,Old Babylonian Empire,,,,http://www.wikidata.org/entity/Q93180,Seleucid Empire,,
http://www.wikidata.org/entity/Q389688,Achaemenid Empire,,,,http://www.wikidata.org/entity/Q93180,Seleucid Empire,,
http://www.wikidata.org/entity/Q877875,Palmyrene Empire,,8378566,,http://www.wikidata.org/entity/Q93180,Seleucid Empire,,
http://www.wikidata.org/entity/Q624887,Neo-Babylonian Empire,,,,http://www.wikidata.org/entity/Q93180,Seleucid Empire,,
http://www.wikidata.org/entity/Q43,Turkey,TR,298795,,http://www.wikidata.org/entity/Q93180,Seleucid Empire,,
http://www.wikidata.org/entity/Q83891,Sasanian Empire,,,,http://www.wikidata.org/entity/Q93180,Seleucid Empire,,
http://www.wikidata.org/entity/Q83311,Persian Empire,,,,http://www.wikidata.org/entity/Q93180,Seleucid Empire,,
http://www.wikidata.org/entity/Q858,Syria,SY,163843,,http://www.wikidata.org/entity/Q93180,Seleucid Empire,,
http://www.wikidata.org/entity/Q796,Iraq,IQ,99237,,http://www.wikidata.org/entity/Q93180,Seleucid Empire,,
http://www.wikidata.org/entity/Q28,Hungary,HU,719819,,http://www.wikidata.org/entity/Q940741,Second Hungarian Republic,,
http://www.wikidata.org/entity/Q1008,Ivory Coast,CI,2287781,,http://www.wikidata.org/entity/Q945,Togo,TG,2363686
http://www.wikidata.org/entity/Q965,Burkina Faso,BF,2361809,,http://www.wikidata.org/entity/Q945,Togo,TG,2363686
http://www.wikidata.org/entity/Q962,Benin,BJ,2395170,,http://www.wikidata.org/entity/Q945,Togo,TG,2363686
http://www.wikidata.org/entity/Q142,France,FR,3017382,,http://www.wikidata.org/entity/Q948,Tunisia,TN,2464461
http://www.wikidata.org/entity/Q1747689,Ancient Rome,,,,http://www.wikidata.org/entity/Q948,Tunisia,TN,2464461
http://www.wikidata.org/entity/Q79,Egypt,EG,357994,,http://www.wikidata.org/entity/Q948,Tunisia,TN,2464461
http://www.wikidata.org/entity/Q212,Ukraine,UA,690791,,http://www.wikidata.org/entity/Q950644,Carpatho-Ukraine,,
http://www.wikidata.org/entity/Q1030,Namibia,NA,3355338,,http://www.wikidata.org/entity/Q953068,South-West Africa,,
http://www.wikidata.org/entity/Q29,Spain,ES,2510769,,http://www.wikidata.org/entity/Q953432,Couto Misto,,
http://www.wikidata.org/entity/Q810,Jordan,JO,248816,,http://www.wikidata.org/entity/Q956357,Kingdom of Hejaz,,
http://www.wikidata.org/entity/Q851,Saudi Arabia,SA,102358,,http://www.wikidata.org/entity/Q956357,Kingdom of Hejaz,,
http://www.wikidata.org/entity/Q1049,Sudan,SD,366755,,http://www.wikidata.org/entity/Q958,South Sudan,SS,7909807
http://www.wikidata.org/entity/Q1036,Uganda,UG,226074,,http://www.wikidata.org/entity/Q958,South Sudan,SS,7909807
http://www.wikidata.org/entity/Q217,Moldova,MD,617790,,http://www.wikidata.org/entity/Q958291,United Principalities of Moldavia and Wallachia,,
http://www.wikidata.org/entity/Q218,Romania,RO,798549,,http://www.wikidata.org/entity/Q958291,United Principalities of Moldavia and Wallachia,,
http://www.wikidata.org/entity/Q212,Ukraine,UA,690791,,http://www.wikidata.org/entity/Q958291,United Principalities of Moldavia and Wallachia,,
http://www.wikidata.org/entity/Q30,United States,US,6252001,,http://www.wikidata.org/entity/Q96,Mexico,MX,3996063
http://www.wikidata.org/entity/Q945,Togo,TG,2363686,,http://www.wikidata.org/entity/Q962,Benin,BJ,2395170
http://www.wikidata.org/entity/Q15180,Soviet Union,,8354411,,http://www.wikidata.org/entity/Q964024,Moldavian Democratic Republic,,
http://www.wikidata.org/entity/Q217,Moldova,MD,617790,,http://www.wikidata.org/entity/Q964024,Moldavian Democratic Republic,,
http://www.wikidata.org/entity/Q212,Ukraine,UA,690791,,http://www.wikidata.org/entity/Q964024,Moldavian Democratic Republic,,
http://www.wikidata.org/entity/Q1009,Cameroon,CM,2233387,,http://www.wikidata.org/entity/Q965,Burkina Faso,BF,2361809
http://www.wikidata.org/entity/Q1008,Ivory Coast,CI,2287781,,http://www.wikidata.org/entity/Q965,Burkina Faso,BF,2361809
